"SA2_CODE11","time_to_acute_care","time_to_rehab_care"
301011001,52.6163074543017,38.1778780724697
301011002,34.1779733382598,25.3802788813596
301011003,51.133212052429,38.7396530827394
301011004,47.4738710042551,34.2912197995718
301011005,47.5061781039913,36.9344229742117
301011006,56.0707065318005,42.9878888312486
301021007,64.0713782118904,46.1008069797464
301021008,60.5968595068466,45.2584954124579
301021009,63.2591005877922,46.9252033533535
301021010,77.2054894220547,65.3498821941924
301021011,47.0061001983725,35.3207071222201
301021012,62.2179699217132,43.3901511682132
301021013,68.4181975979478,47.192114327599
301031014,38.62934142674,34.4369529060372
301031015,43.1655134506212,35.0555869170512
301031016,39.2972357748585,31.6179932188821
301031017,24.5673691931748,20.2096961926856
301031018,32.1517356415002,24.9047020297115
301031019,37.2859936531618,28.9153340483977
301031020,39.4748691031885,33.2223202250785
301031021,35.1934400313471,29.345395078988
302011022,30.4610316895566,28.2388795514077
302011023,22.8820988194735,22.9772909386048
302011024,24.1042720508368,24.5722886831433
302011025,16.5581016200442,18.0241002870757
302011026,18.6877375031945,20.0216236327659
302021027,19.7871266509724,21.8535636889125
302021028,15.2029011149386,19.2652815033695
302021029,16.543205053247,19.4989885595328
302021030,18.8612808837337,21.8141091340948
302021031,10.2485879380672,16.0066959101496
302021032,11.1235348543571,15.7353546343638
302021033,14.028983892064,17.5445620183779
302021034,15.039771308841,19.3328236610538
302031035,25.0065938116825,25.8599538487418
302031036,28.6043777996606,26.8399799704728
302031037,20.6701715267167,20.2800957677076
302031038,18.4618808414297,21.485621312428
302031039,23.4026361817936,24.7591083997351
302031040,15.0324261191386,19.0811795242323
302041041,29.0039811824181,27.8179929347391
302041042,34.3537777651767,31.2977649535719
302041043,29.1465704746651,28.3977197470865
302041044,31.698385382256,30.1206517032633
302041045,25.1537866807107,25.4886904445912
302041046,21.852736734427,23.6611729244523
303011047,25.7886586011752,17.2313075948908
303011048,22.7628198295415,18.3692056613532
303011049,27.2978562564168,19.4935221647091
303011050,28.9812424101871,19.5214824261
303011051,32.040742008922,22.2152886106472
303021052,28.5096468032435,14.6426786919681
303021053,26.0207816000558,15.2239893662156
303021054,27.7111663620831,13.6891418835691
303021055,27.3887804295288,14.8349441125801
303021056,29.4512923840977,17.6301949439097
303021057,29.8641098156509,17.2172652035831
303021058,25.8124378841546,13.0223434106964
303021059,29.4136517786327,15.0514741354967
303031060,36.5380226200716,22.994119738347
303031061,34.6797304329337,20.8718929772405
303031062,33.4694806368429,21.5845727489899
303031063,31.7297895049627,19.668647603711
303031064,37.6766389224227,24.7557546495951
303031065,33.9067456331485,20.8748991261501
303031066,35.113953904564,22.1955121182192
303041067,33.9676683043078,19.4838558128187
303041068,30.8862315107324,16.4536220622169
303041069,34.0383343870814,19.9872705852312
303041070,32.5167179458965,18.1080273686741
303041071,30.0334268686738,16.3590672593599
303051072,38.1906285904476,23.264165263275
303051073,39.1869134987478,24.3826854074975
303051074,39.3769705012135,24.2987031173506
303051075,40.3404391350973,25.2679402532035
303051076,35.0532522840334,20.2070379441794
303061077,38.7550175791771,24.7107490369259
303061078,37.708090613853,23.4009494339661
303061079,35.4112408117777,21.2675950164192
303061080,36.8276379805017,22.2571401425972
304011081,34.1958368451567,20.4532951963795
304011082,36.0091067893771,21.8041197647745
304011083,37.4504091849406,23.0818446625526
304011084,33.8925467039827,19.7339312690448
304011085,36.7518826006558,22.6085596802558
304021086,40.1647404328858,25.4126621827298
304021087,33.3694819738687,21.1790655172206
304021088,29.8318686578,17.9949778009225
304021089,31.6829496636819,18.1163898169361
304021090,32.1693732780207,19.4076584571309
304021091,38.2084340248048,24.2184543704024
304031092,29.9628560571317,16.3295747676717
304031093,32.2524746310748,17.8891781250555
304031094,28.0552582889572,15.6700649553082
304031095,31.1637379679876,17.0538258190227
304031096,26.693719824218,13.5916952440227
304031097,26.6159724284529,14.6363932455067
304041098,14.6650048282987,15.8926356667221
304041099,37.4938403229769,27.4582631103156
304041100,23.1752479037434,20.1580211499121
304041101,19.5043501689512,18.3033464977234
304041102,25.8085728972245,17.1510538273126
304041103,25.8242457727829,19.2963602995
304041104,29.8888778797143,23.57167220437
305011105,19.9274410509364,10.5051963581363
305011106,9.90570952245159,10.5014258431755
305011107,25.8917650415776,12.2230096821306
305011108,21.8999858222536,11.6909653919508
305011109,16.7084354175359,11.8368639072143
305011110,24.28622810641,11.4043403154788
305011111,14.8848229948578,10.095129271744
305011112,24.6387015441537,12.3273970886609
305021113,16.3273820211146,14.8444830525686
305021114,13.0764355654505,13.8140594653994
305021115,23.2883195945043,12.9158548433344
305021116,16.9401938734631,13.8946758589508
305021117,20.3927603708901,15.9577980254154
305021118,21.8380751154486,14.6009679869079
305031119,6.90278305400057,13.4035113499353
305031120,11.28985271791,14.3008037380291
305031121,13.1344425586116,16.1305872032636
305031122,10.9694847717304,16.0137881914983
305031123,7.83304016614861,13.5708101206184
305031124,12.9784777850099,15.4448703904459
305031125,14.5884488990619,17.8790233732094
305031126,9.39653308954107,10.7321574875176
305031127,8.82918201814246,12.4174617048094
305031128,8.07274173254535,11.607211036552
305031129,5.24396298261269,11.887245064163
305031130,3.90053240049053,11.7751344244261
305031131,7.89592398583198,14.5013265652684
305041132,15.2684482186477,14.0520743149816
305041133,22.3957124001892,12.6122055619738
305041134,20.7106580763222,14.1079272529455
305041135,18.2771427570399,11.9177775855528
305041136,14.1339444215069,11.7896793642465
305041137,24.5809577827729,13.6616640718302
306011138,148.284088309898,72.0522156105824
306011139,163.899938000286,98.6865935805196
306011140,147.65011649205,82.833299078338
306011141,151.181973956617,82.148380800878
306011142,155.565802957322,118.375005768151
306011143,148.778696827009,103.371180620091
306021144,153.060347823036,38.9515320473487
306021145,142.340223267868,40.4945642324352
306021146,147.632184662424,43.2873209873114
306021147,154.670468857308,36.8010893900353
306021148,164.138042445716,32.3585480777448
306021149,146.607692897557,48.4946270911425
306021150,155.267980554306,46.7757157720986
306021151,145.471749470857,52.9194775928898
306021152,144.225397798626,46.2102008765495
306021153,150.892764031958,38.7389068615895
306021154,143.727992496504,37.3129221863667
306021155,149.032922998717,36.7585332381916
306021156,145.872325679866,61.6546368696866
306021157,147.232095286697,39.9351641832965
306031158,162.114825458583,57.9889076781927
306031159,137.878633330516,72.8437214022314
306031160,141.802554729642,88.2030031616573
306031161,145.325241326911,109.596811551172
306031162,170.832535560663,59.9331394008088
306031163,143.635140936453,45.1383460367699
306041164,170.556902935984,113.117421280692
306041165,188.567233938064,58.8094365441
306051166,144.939059042013,75.6573364727537
306051167,147.101497511969,126.992987256916
306051168,168.837934555486,67.5212204618907
306051169,145.75683266513,72.6989442414884
306051170,148.508899569852,56.9920908256589
307011171,260.434047866032,170.572353917655
307011172,200.20375564093,129.301725851397
307011173,185.955748129591,216.139266502563
307011174,183.250266924021,181.062291945746
307011175,216.018199149099,97.0122397984424
307011176,244.107407184369,7.9470910219984
307011177,258.245194108564,79.6367454015714
307011178,186.079741780886,142.728904600097
307021179,130.231284975684,110.05483904921
307021180,130.477903206969,118.532149124601
