"SA1_MAIN16","acute_time","rehab_time"
"31802148912",52.842115256264,39.5546653074052
"31503140809",269.076595929312,106.981595995314
"31503140808",263.733678985211,124.464355380703
"31503140810",288.986805685153,88.1657761849283
"30605116609",144.878582156897,75.685742457164
"30605116603",144.719953854316,76.5147237245867
"30605116604",144.756788008621,76.1751094777976
"30605116615",144.72154099847,74.8738414135377
"30605116912",149.013865412296,65.0559197675813
"30605116618",148.016608999926,64.97994791541
"30605116622",145.064090368007,70.7630564019028
"30605116623",145.330853427187,71.4670308931011
"30605116624",145.359918034067,70.5750828319554
"30605116616",144.949980859265,72.0229258963564
"30605116625",144.990392948062,72.3639092116601
"30605116626",145.271721844058,77.2205151286014
"30605116619",148.104970870958,65.7191542040736
"30605116617",145.786775127435,69.1543948603622
"30605116914",145.050122594578,71.8458334712436
"30605116921",144.859862828815,71.6876375646935
"30605116916",144.997033664747,71.5062877731096
"30605116913",151.764718714786,62.6292213357241
"30605116928",144.17075312367,73.6087711215586
"30605116926",144.03237593545,88.8633330830863
"30605116927",144.567868729708,81.6100905758829
"30605116627",144.495552753785,76.523354686306
"30605116612",145.071435463705,76.3430933856513
"30605116614",144.800430245408,74.9912862398512
"30605116613",144.98862717877,75.4730728491621
"30605116601",144.68484884654,74.9584641795653
"30605116610",144.723410221159,75.6083981609488
"30605116611",144.527306103809,75.2748364608299
"30605116608",144.947516147389,76.191046289026
"30605116607",144.999175215398,76.7090012556691
"30605116602",144.567777442009,76.0651568607877
"30605116605",144.89943515702,76.7055353601617
"30605116606",144.906677825296,77.0362767628493
"30605116620",144.913864110846,78.0565247154522
"31501139502",320.136619191891,548.977593317466
"31501139501",324.208895001443,589.159637073908
"31501140217",379.250078647329,932.717210331598
"31501140102",379.303118160435,937.351385369223
"30701117108",256.074027408032,179.962382688605
"30701117109",276.460025802521,199.350465707008
"30701117110",246.048173084039,177.878404415407
"30701117111",262.022295746722,184.309927965681
"30701117112",248.469168067248,123.658842640765
"30701117113",254.24760727833,146.28603984809
"30701117114",256.393421405088,180.908019022976
"30701117102",256.118833049756,129.378165743571
"30701117104",255.46305247309,128.056301059999
"31501139909",373.684615955489,750.203296071728
"30804152807",240.71514619952,118.062645631
"30804152816",241.12915296787,117.512892828527
"30804152827",240.544401358719,117.966007292938
"30804152801",204.462633752049,136.631643626044
"30804152810",256.388808763559,82.8036278849609
"30804152818",293.193796330746,52.6323423838057
"30804152804",284.268307504803,64.7625812586445
"30804152812",275.463828807293,64.3019157704289
"30804152826",258.186247233343,97.263977090194
"30804152813",254.193510634533,99.0247303804838
"30804152821",247.703762239724,92.6345597526044
"30804152908",242.887870336114,97.4026308865881
"30804152901",242.512239523156,97.7848802200532
"30804152916",242.337509574102,97.9200527120387
"30804152915",242.569129789338,97.6985506124291
"30804152902",242.676197861818,97.6684813947075
"30804152917",242.233023848954,98.0781479807773
"30804152909",242.080570973796,99.1425304779805
"30804152920",242.772370951941,97.761321905772
"30804152912",242.289900975495,98.2273175819603
"30804152913",242.524569391774,98.0225314815114
"30804152911",242.477636091862,98.4136174720693
"30804152914",242.93565764284,97.8504025939351
"30804152904",242.053950035377,98.2746458140275
"30804152910",242.015964465722,98.5757519484599
"30804152905",242.054567845442,98.7831928890408
"30804152906",242.383007928457,99.4954102031726
"30804152918",242.015452374357,99.0054451122352
"30804152903",242.382197750817,98.304689127731
"30804152831",228.342006480012,121.170227704388
"30804152822",241.788970443609,107.187813182208
"30804152825",232.012159323706,116.837925042112
"30804152832",239.992081457953,106.734928006099
"30804152829",237.289255640347,107.73719937346
"30804152828",253.283386186907,90.7233119925004
"30804152824",240.441496603781,118.125049851599
"30804152808",240.939893488674,117.887550821086
"30804152805",231.022888002822,123.714488473393
"30804152811",217.349922293513,126.475510765356
"30804152815",243.152388294746,106.993818124429
"30804152820",199.385772558238,137.407335860161
"30804152823",216.293125227698,127.580232921913
"30804152802",242.597674020295,114.561058008467
"30804152830",240.450397720536,101.938661451178
"30804152814",240.64707327356,117.821705345576
"30804152907",241.824841985932,99.4733407782163
"31503140804",269.518084054743,70.7300061023618
"31503140805",269.744786168744,70.2958014892669
"31503140803",269.756992152323,69.7034752508754
"31503140816",269.139717054418,69.6860572016713
"31503141007",339.399706393118,291.168801903037
"30801119108",282.873816577449,209.263174607522
"30801119107",282.910119273619,208.949204026143
"30801119101",263.819651956869,156.743154355919
"30801119113",261.357940358618,141.065101081149
"30801119102",271.32364297443,179.936457564002
"30801119114",291.415784521574,186.859477368728
"30801119111",272.634545778525,199.537696358597
"30801119110",281.330798567506,207.112825937635
"31104132126",55.8172808448169,42.2082855265741
"31104132140",53.7421021695897,40.6626523728252
"31103131808",50.3806737792128,35.05014819919
"31104132011",52.6998472758163,37.1090690103146
"31104132020",47.1701543545872,32.2135257546964
"31104132008",48.268439751083,33.2523586389494
"31104132018",48.7642648531209,33.7237464139525
"31104132025",44.1117631631264,29.1567437046527
"31104132015",45.6372211860844,30.7053485812257
"31104132016",45.5683252844625,30.5995993538038
"31104132019",47.5100867352495,32.5069487990549
"31104132014",46.4399112668009,31.4319162292765
"31104132024",47.0104897491888,31.9718782501694
"31104132026",47.9038671622423,32.887197971915
"31104132012",48.6445994559256,33.6185244410697
"31104132027",49.3003020366168,34.2523260658479
"31104132028",48.5959914747233,33.5858200045338
"31104132029",49.2086541071763,34.1918348841577
"31104132013",48.2298774639048,33.186742204739
"31104132002",50.031580724949,35.0974146958851
"31104132023",51.3750842860772,36.4479630339446
"31104132021",52.4355847696916,37.5440018604502
"31104132006",50.1728469977044,35.3236863489824
"31104132001",51.3149598692697,36.6795111629104
"31103131807",48.0565376140139,32.8107446085099
"31103131814",48.8305330881152,33.7033544431879
"31103131803",49.2430061805933,34.0476457832187
"31103131801",49.6481573827523,34.5348537406282
"31103131809",49.3525921515021,34.305015928895
"31104132007",50.1484393067138,35.274051823645
"31103131806",47.9631505112906,32.5090404108831
"31103131811",48.453136387966,33.0148481993891
"31103131812",48.9372122419622,33.5506020133294
"31103131810",48.9898555304818,33.4257509572812
"31103131813",49.6201938949659,34.0680698477955
"31103131804",49.5585611254417,34.2330530733224
"31103131802",49.3202531003461,33.9519909480782
"31103131805",48.7536366803546,33.0479155679176
"31103131306",50.3424684875468,34.3342702306302
"31103131305",49.472008203623,33.4645955399976
"31103131302",49.0591455749872,33.0871254383115
"31103131301",50.3778820642078,34.1044807538399
"31103131308",51.9065729775229,35.2633378553267
"31103131303",51.0708275018172,34.6230529592174
"31104132214",50.0947822105148,33.9860726086731
"31104132218",49.352529353949,33.6566809025801
"31104132217",48.8398813373791,33.4482130193496
"31104132213",50.8616384208797,34.6668383824474
"31104132215",50.8413552059962,34.7921685130288
"31104132208",54.3376735508699,37.0169501036198
"31104132216",53.2750101255742,36.2826330474851
"31104132202",53.1841630977142,36.3765072119472
"31104132209",55.4092761093278,37.8552383366943
