"SA1_CODE21","median_time_to_acute_care","min_time_to_acute_care","max_time_to_acute_care","median_time_to_rehab_care","min_time_to_rehab_care","max_time_to_rehab_care"
30101100101,53.4793547135134,52.9237017427059,54.6226633879974,38.609066849038,38.1687621037812,39.3411666220518
30101100102,52.3878806461192,52.1700430290735,52.6455423218403,37.535268593016,37.3328637236633,37.7696500481597
30101100103,53.4835640164828,52.6169650634872,54.3538282692166,38.1908367359708,37.6360983352362,38.8052071235022
30101100104,57.1217142484263,56.8936255767519,57.6595372724319,42.1000611827838,41.864474531485,42.4249420355549
30101100105,55.5818987176106,55.0620584522944,57.6435894712463,40.5385453130399,40.2517553300046,41.9182978077522
30101100106,54.9207229805887,54.6822293160744,55.159216645103,40.7579155003218,40.5822229364302,40.9336080642133
30101100107,55.3299716185819,55.2395153300947,55.420427907069,40.89531396586,40.8792333810613,40.9113945506587
30101100108,56.3645557984876,55.8533150565196,56.4778587555482,41.5045873728657,41.180458165711,41.6966948487242
30101100109,53.7874520756646,53.4575937297735,54.7006374287069,39.5317561175056,39.3008699823764,40.1531591097729
30101100110,54.5440491006988,54.4628767066301,54.7641937413294,40.3672379191672,40.1791784522765,40.4476742209997
30101100111,53.7658866567992,53.1700663102653,54.1022965181835,39.7984384154475,39.3383596953609,40.1401904028652
30101100112,52.5920040825598,52.5683583200035,52.6156498451162,38.6102931583472,38.5725571740146,38.6480291426798
30101100113,52.483321275797,52.3700069019984,52.5966356495957,38.6423162585423,38.580481074562,38.7041514425226
30101100114,53.2465078801499,52.9483611938654,53.6949589357685,39.2305323405494,39.0169477970073,39.6143398547408
30101100115,52.4139279933161,51.9500619083186,52.7234355192981,38.7510576196991,38.4877352426344,39.0292053680724
30101100116,51.5904927132905,51.4600107532829,51.9702975663791,38.070929507549,37.7995479171316,38.2497505711234
30101100117,50.327632702862,50.312952941427,50.8066332524468,37.101115383263,37.0105302455303,37.4517508649644
30101100118,50.5731387922687,50.3219086933034,50.8297119788815,37.5207816064247,37.2214832904966,37.58365247141
30101100119,51.3674231227797,50.9496199052891,51.4032097227841,38.0636403228621,37.7291444661947,38.1414702949783
30101100120,49.8970478166637,49.7164772772453,50.2072963809265,36.3713533195806,36.2105304297488,36.7520002911582
30101100121,49.7787975381719,49.1365600996415,50.4768248125908,36.1383981789827,35.5586607273314,36.7991287841984
30101100122,50.0708694966803,49.6400158122103,50.2641037640975,36.2635506168134,35.9270238606867,36.3482444378543
30101100123,51.4940747869391,50.9505880611082,51.7961454033169,37.6839912666753,37.2347002446051,37.9851986960734
30101100124,51.2038557387803,50.975083409763,51.4326280677977,37.3257161876902,37.1586440563324,37.492788319048
30101100125,52.6052059336736,52.384611820422,52.9204070891749,38.5008043457279,38.3781966866752,38.6970316507017
30101100126,51.9851613446555,51.8410523732776,52.4156960627373,37.9639030019696,37.7692688533016,38.267866888557
30101100127,52.3159474624856,52.150016721852,52.4818782031192,38.0710145048974,37.9550349686367,38.1869940411582
30101100128,53.1274249581536,52.7796744135047,53.1895762962069,38.6626354156945,38.4295649869254,38.7967550383862
30101100129,52.7593465345381,52.3513272777264,52.9311308445928,38.2595692543305,38.0045606625848,38.4486853782317
