"SA1_MAIN16","SA1_NAME16"
"31103131305","Chambers Flat - Logan Reserve"
"31103131302","Chambers Flat - Logan Reserve"
"31103131301","Chambers Flat - Logan Reserve"
"31103131308","Chambers Flat - Logan Reserve"
"31103131303","Chambers Flat - Logan Reserve"
"31104132214","Logan Village"
"31104132218","Logan Village"
"31104132217","Logan Village"
"31104132213","Logan Village"
"31104132215","Logan Village"
"31104132208","Logan Village"
"31104132216","Logan Village"
"31104132202","Logan Village"
"31104132209","Logan Village"
"31104132207","Logan Village"
"31104132206","Logan Village"
"31104132211","Logan Village"
"31104132210","Logan Village"
"31103131309","Chambers Flat - Logan Reserve"
"31103131310","Chambers Flat - Logan Reserve"
"31104132009","Greenbank"
"31104132212","Logan Village"
"31104132010","Greenbank"
"31104132005","Greenbank"
"31104132022","Greenbank"
"31104132113","Jimboomba"
"31104132135","Jimboomba"
"31104132114","Jimboomba"
"31104132117","Jimboomba"
"31104132137","Jimboomba"
"31104132134","Jimboomba"
"31104132136","Jimboomba"
"31104132141","Jimboomba"
"31104132143","Jimboomba"
"31104132144","Jimboomba"
"31104132203","Logan Village"
"31104132205","Logan Village"
"31104132204","Logan Village"
"31104132142","Jimboomba"
"31104132145","Jimboomba"
"31104132115","Jimboomba"
"31104132109","Jimboomba"
"31104132139","Jimboomba"
"31104132127","Jimboomba"
"31104132102","Jimboomba"
"31104132138","Jimboomba"
"31104132132","Jimboomba"
"31104132131","Jimboomba"
"31104132130","Jimboomba"
"31104132128","Jimboomba"
"31104132129","Jimboomba"
"31104132111","Jimboomba"
"31104132101","Jimboomba"
"31104132125","Jimboomba"
"31104132110","Jimboomba"
"31104132104","Jimboomba"
"31104132124","Jimboomba"
"31104132123","Jimboomba"
"31104132106","Jimboomba"
"31104132105","Jimboomba"
"31104132103","Jimboomba"
"31104132119","Jimboomba"
"31104132120","Jimboomba"
"31104132133","Jimboomba"
"31104132122","Jimboomba"
"31104132108","Jimboomba"
"30904124237","Tamborine - Canungra"
"30904124225","Tamborine - Canungra"
"30904124230","Tamborine - Canungra"
"30904124236","Tamborine - Canungra"
"30904124201","Tamborine - Canungra"
"31104132118","Jimboomba"
"31104132003","Greenbank"
"31103131311","Chambers Flat - Logan Reserve"
"31104132121","Jimboomba"
"31104132107","Jimboomba"
"30904124226","Tamborine - Canungra"
"30904124232","Tamborine - Canungra"
"31104132116","Jimboomba"
"30904124234","Tamborine - Canungra"
"30904124212","Tamborine - Canungra"
"30904124202","Tamborine - Canungra"
"31101130524","Beaudesert"
"30904124205","Tamborine - Canungra"
"30904124203","Tamborine - Canungra"
"30904124222","Tamborine - Canungra"
"30904124219","Tamborine - Canungra"
"30904124231","Tamborine - Canungra"
"30904124216","Tamborine - Canungra"
"30904124214","Tamborine - Canungra"
"30904124208","Tamborine - Canungra"
"30904124213","Tamborine - Canungra"
"30904124207","Tamborine - Canungra"
"30904124235","Tamborine - Canungra"
"30904124233","Tamborine - Canungra"
"30904124218","Tamborine - Canungra"
"30904124217","Tamborine - Canungra"
"30904124227","Tamborine - Canungra"
"30904124238","Tamborine - Canungra"
"30904124228","Tamborine - Canungra"
"30904124206","Tamborine - Canungra"
"30904124229","Tamborine - Canungra"
"30904124215","Tamborine - Canungra"
"30904124239","Tamborine - Canungra"
"30904124220","Tamborine - Canungra"
"30904124221","Tamborine - Canungra"
"30904124204","Tamborine - Canungra"
"30904124209","Tamborine - Canungra"
"30904124210","Tamborine - Canungra"
"31101130527","Beaudesert"
"31101130526","Beaudesert"
"31101130519","Beaudesert"
"31101130516","Beaudesert"
"31101130534","Beaudesert"
"31002127729","Boonah"
"31101130517","Beaudesert"
"31101130506","Beaudesert"
"31101130529","Beaudesert"
"31101130532","Beaudesert"
"31101130512","Beaudesert"
"31101130530","Beaudesert"
"31101130508","Beaudesert"
"31101130521","Beaudesert"
"31101130509","Beaudesert"
"31101130520","Beaudesert"
"31101130525","Beaudesert"
"31101130528","Beaudesert"
"31101130518","Beaudesert"
"31101130515","Beaudesert"
"31101130505","Beaudesert"
"31101130510","Beaudesert"
"31101130533","Beaudesert"
"31101130513","Beaudesert"
"31101130503","Beaudesert"
"31101130504","Beaudesert"
"31101130507","Beaudesert"
"31101130501","Beaudesert"
"31101130502","Beaudesert"
"31101130531","Beaudesert"
"31101130523","Beaudesert"
"31101130522","Beaudesert"
"31201133904","Clermont"
"31201134122","Moranbah"
"31201134103","Moranbah"
"31201134107","Moranbah"
"31201134113","Moranbah"
"31201134110","Moranbah"
"31201134112","Moranbah"
"31201134104","Moranbah"
"31201134108","Moranbah"
"31201133911","Clermont"
"31201134105","Moranbah"
"31201134115","Moranbah"
"31201134119","Moranbah"
"31201134116","Moranbah"
"31201134120","Moranbah"
"31201133902","Clermont"
"31201133903","Clermont"
"31201133901","Clermont"
"31201133906","Clermont"
"31201133905","Clermont"
"31201133910","Clermont"
"31201134106","Moranbah"
"31201134109","Moranbah"
"31201134121","Moranbah"
"31201134117","Moranbah"
"31201134118","Moranbah"
"31201134111","Moranbah"
"31201133908","Clermont"
"31201133909","Clermont"
"31201134102","Moranbah"
"31201134101","Moranbah"
"30701117705","Roma Region"
"30701117702","Roma Region"
"30701117707","Roma Region"
"30701117706","Roma Region"
"31902150318","Gayndah - Mundubbera"
"31902150317","Gayndah - Mundubbera"
"31902150316","Gayndah - Mundubbera"
"31902150312","Gayndah - Mundubbera"
"31902150311","Gayndah - Mundubbera"
"31902150315","Gayndah - Mundubbera"
"31503140812","Barcaldine - Blackall"
"31503140813","Barcaldine - Blackall"
"31503140811","Barcaldine - Blackall"
"31503140815","Barcaldine - Blackall"
"31501140206","Torres Strait Islands"
"31002127710","Boonah"
"31002127714","Boonah"
"31002127702","Boonah"
"31002127713","Boonah"
"31002127705","Boonah"
"31002127706","Boonah"
"31002127727","Boonah"
"31002127721","Boonah"
"31002127720","Boonah"
"31002127724","Boonah"
"31002127723","Boonah"
"31002127712","Boonah"
"31002127728","Boonah"
"31002127701","Boonah"
"31002127730","Boonah"
"31002127719","Boonah"
"31002127734","Boonah"
"31002127711","Boonah"
"31002127735","Boonah"
"31002127708","Boonah"
"31002127733","Boonah"
"31002127716","Boonah"
"31002127731","Boonah"
"31002127709","Boonah"
"31002127703","Boonah"
"31002127715","Boonah"
"31002127718","Boonah"
"30701117714","Roma Region"
"30701117715","Roma Region"
"30701117710","Roma Region"
"30701117720","Roma Region"
"30701117713","Roma Region"
"31503141004","Far Central West"
"31503141003","Far Central West"
"31201133705","Bowen"
"31201133719","Bowen"
"31201133720","Bowen"
"31201133718","Bowen"
"31201134014","Collinsville"
"31201134008","Collinsville"
"31201134012","Collinsville"
"31201133704","Bowen"
"31201133706","Bowen"
"31201133703","Bowen"
"31201133707","Bowen"
"31201133717","Bowen"
"31201133713","Bowen"
"31201133710","Bowen"
"31201134007","Collinsville"
"31201134006","Collinsville"
"31201134005","Collinsville"
"31201134001","Collinsville"
"31201134002","Collinsville"
"31201134010","Collinsville"
"31201134009","Collinsville"
"31201133702","Bowen"
"31201133708","Bowen"
"31201133715","Bowen"
"31201133711","Bowen"
"31201134004","Collinsville"
"31201134003","Collinsville"
"31201133701","Bowen"
"31201133714","Bowen"
"31201133709","Bowen"
"31201133721","Bowen"
"31201134013","Collinsville"
"31201133712","Bowen"
"31201134011","Collinsville"
"31201134015","Collinsville"
"30305107608","Rocklea - Acacia Ridge"
"30305107610","Rocklea - Acacia Ridge"
"30305107607","Rocklea - Acacia Ridge"
"30305107609","Rocklea - Acacia Ridge"
"30305107619","Rocklea - Acacia Ridge"
"30305107615","Rocklea - Acacia Ridge"
"30305107616","Rocklea - Acacia Ridge"
"30305107622","Rocklea - Acacia Ridge"
"30305107625","Rocklea - Acacia Ridge"
"30305107605","Rocklea - Acacia Ridge"
"30305107621","Rocklea - Acacia Ridge"
"30305107620","Rocklea - Acacia Ridge"
"30305107631","Rocklea - Acacia Ridge"
"30305107624","Rocklea - Acacia Ridge"
"30305107612","Rocklea - Acacia Ridge"
"30305107617","Rocklea - Acacia Ridge"
"30305107618","Rocklea - Acacia Ridge"
"30305107606","Rocklea - Acacia Ridge"
"30305107611","Rocklea - Acacia Ridge"
"30305107613","Rocklea - Acacia Ridge"
"30305107604","Rocklea - Acacia Ridge"
"30305107614","Rocklea - Acacia Ridge"
"30305107623","Rocklea - Acacia Ridge"
"30503111901","Albion"
"30503111913","Albion"
"30503111904","Albion"
"30503111905","Albion"
"30503111906","Albion"
"30503111907","Albion"
"30503111912","Albion"
"30503111911","Albion"
"30503111909","Albion"
"30503112012","Alderley"
"30503112001","Alderley"
"30503112005","Alderley"
"30503112009","Alderley"
"30503112013","Alderley"
"30503112010","Alderley"
"30503112008","Alderley"
"30503112007","Alderley"
"30503112014","Alderley"
"30503112006","Alderley"
"30503112016","Alderley"
"30503112003","Alderley"
"30503112011","Alderley"
"30305107216","Algester"
"30305107215","Algester"
"30305107213","Algester"
"30305107205","Algester"
"30305107207","Algester"
"30305107217","Algester"
"30305107211","Algester"
"30305107212","Algester"
"30305107220","Algester"
"30305107209","Algester"
"30305107219","Algester"
"30305107223","Algester"
"30305107222","Algester"
"30305107221","Algester"
"30305107202","Algester"
"30305107201","Algester"
"30305107210","Algester"
"30305107208","Algester"
"30305107346","Calamvale - Stretton"
"30305107206","Algester"
"30305107339","Calamvale - Stretton"
"30305107218","Algester"
"30302105226","Annerley"
"30302105224","Annerley"
"30302105225","Annerley"
"30302105216","Annerley"
"30302105213","Annerley"
"30302105223","Annerley"
"30302105214","Annerley"
"30302105205","Annerley"
"30302105211","Annerley"
"30302105206","Annerley"
"30302105201","Annerley"
"30302105212","Annerley"
"30302105215","Annerley"
"30302105217","Annerley"
"30302105202","Annerley"
"30302105203","Annerley"
"30302105218","Annerley"
"30302105204","Annerley"
"30302105207","Annerley"
"30302105219","Annerley"
"30302105227","Annerley"
"30302105221","Annerley"
"30302105209","Annerley"
"30302105210","Annerley"
"30302105208","Annerley"
"30302105222","Annerley"
"30402109109","Pinjarra Hills - Pullenvale"
"30402109111","Pinjarra Hills - Pullenvale"
"30402109102","Pinjarra Hills - Pullenvale"
"30305107626","Rocklea - Acacia Ridge"
"30305107603","Rocklea - Acacia Ridge"
"30305107630","Rocklea - Acacia Ridge"
"30503112102","Ascot"
"30503112108","Ascot"
"30503112103","Ascot"
"30503112101","Ascot"
"30503112111","Ascot"
"30503112104","Ascot"
"30503112107","Ascot"
"30503112112","Ascot"
"30503112110","Ascot"
"30503112208","Clayfield"
"30503112105","Ascot"
"30503112106","Ascot"
"30503112109","Ascot"
"30504113201","Ashgrove"
"30504113206","Ashgrove"
"30504113214","Ashgrove"
"30504113213","Ashgrove"
"30504113211","Ashgrove"
"30504113225","Ashgrove"
"30504113203","Ashgrove"
"30504113217","Ashgrove"
"30504113227","Ashgrove"
"30504113219","Ashgrove"
"30504113229","Ashgrove"
"30504113223","Ashgrove"
"30504113222","Ashgrove"
"30504113207","Ashgrove"
"30504113224","Ashgrove"
"30504113226","Ashgrove"
"30504113208","Ashgrove"
"30504113215","Ashgrove"
"30504113221","Ashgrove"
"30504113210","Ashgrove"
"30504113216","Ashgrove"
"30504113209","Ashgrove"
"30504113205","Ashgrove"
"30504113204","Ashgrove"
"30504113202","Ashgrove"
"30504113231","Ashgrove"
"30504113218","Ashgrove"
"30504113220","Ashgrove"
"30504113228","Ashgrove"
"30504113230","Ashgrove"
"30202102716","Aspley"
"30202102718","Aspley"
"30202102711","Aspley"
"30202102710","Aspley"
"30202102729","Aspley"
"30202102709","Aspley"
"30202102723","Aspley"
"30202102724","Aspley"
"30202102714","Aspley"
"30202102722","Aspley"
"30202102733","Aspley"
"30202102708","Aspley"
"30202102720","Aspley"
"30202102726","Aspley"
"30202102715","Aspley"
"30202102732","Aspley"
"30202102717","Aspley"
"30202102706","Aspley"
"30202102727","Aspley"
"30202102739","Aspley"
"30202102702","Aspley"
"30202102740","Aspley"
"30202102712","Aspley"
"30202102705","Aspley"
"30202102730","Aspley"
"30202102731","Aspley"
"30202102713","Aspley"
"30202102721","Aspley"
"30202102735","Aspley"
"30202102728","Aspley"
"30202102701","Aspley"
"30202102704","Aspley"
"30202102734","Aspley"
"30202102725","Aspley"
"30201102214","Bald Hills"
"30201102223","Bald Hills"
"30201102205","Bald Hills"
"30201102230","Bald Hills"
"30204104115","Bracken Ridge"
"30201102219","Bald Hills"
"30201102221","Bald Hills"
"30201102206","Bald Hills"
"30201102222","Bald Hills"
"30201102208","Bald Hills"
"30201102229","Bald Hills"
"30201102217","Bald Hills"
"30201102201","Bald Hills"
"30201102202","Bald Hills"
"30204104114","Bracken Ridge"
"30201102315","Bridgeman Downs"
"30201102210","Bald Hills"
"30201102209","Bald Hills"
"30201102212","Bald Hills"
"30201102213","Bald Hills"
"30201102215","Bald Hills"
"30201102224","Bald Hills"
"30201102207","Bald Hills"
"30201102227","Bald Hills"
"30201102225","Bald Hills"
"30502111303","Balmoral"
"30502111308","Balmoral"
"30502111306","Balmoral"
"30502111302","Balmoral"
"30502111307","Balmoral"
"30502111301","Balmoral"
"30502111304","Balmoral"
"30502111305","Balmoral"
"30502111309","Balmoral"
"30502111310","Balmoral"
"30203103917","Nudgee - Banyo"
"30203103912","Nudgee - Banyo"
"30203103920","Nudgee - Banyo"
"30203103921","Nudgee - Banyo"
"30203103927","Nudgee - Banyo"
"30203103924","Nudgee - Banyo"
"30203103905","Nudgee - Banyo"
"30203103903","Nudgee - Banyo"
"30203103911","Nudgee - Banyo"
"30203103919","Nudgee - Banyo"
"30203103901","Nudgee - Banyo"
"30203103908","Nudgee - Banyo"
"30203103909","Nudgee - Banyo"
"30203103918","Nudgee - Banyo"
"30203103906","Nudgee - Banyo"
"30203103904","Nudgee - Banyo"
"30504113421","Bardon"
"30504113405","Bardon"
"30504113409","Bardon"
"30504113402","Bardon"
"30504113412","Bardon"
"30504113417","Bardon"
"30504113408","Bardon"
"30504113414","Bardon"
"30504113413","Bardon"
"30504113404","Bardon"
"30504113403","Bardon"
"30504113416","Bardon"
"30504113419","Bardon"
"30504113420","Bardon"
"30504113415","Bardon"
"30504113401","Bardon"
"30504113411","Bardon"
"30504113407","Bardon"
"30504113406","Bardon"
"30504113410","Bardon"
"30504113422","Bardon"
"30504113418","Bardon"
"30402108621","Bellbowrie - Moggill"
"30402109103","Pinjarra Hills - Pullenvale"
"30402108614","Bellbowrie - Moggill"
"30402108611","Bellbowrie - Moggill"
"30402108615","Bellbowrie - Moggill"
"30402108603","Bellbowrie - Moggill"
"30402108601","Bellbowrie - Moggill"
"30402108605","Bellbowrie - Moggill"
"30402108604","Bellbowrie - Moggill"
"30402108626","Bellbowrie - Moggill"
"30402108613","Bellbowrie - Moggill"
"30402108628","Bellbowrie - Moggill"
"30402108612","Bellbowrie - Moggill"
"30402108635","Bellbowrie - Moggill"
"30402108627","Bellbowrie - Moggill"
"30101100214","Belmont - Gumdale"
"30101100213","Belmont - Gumdale"
"30303106406","Rochedale - Burbank"
"30101100215","Belmont - Gumdale"
"30101100220","Belmont - Gumdale"
"30101100221","Belmont - Gumdale"
"30101100219","Belmont - Gumdale"
"30101100204","Belmont - Gumdale"
"30101100210","Belmont - Gumdale"
"30303106416","Rochedale - Burbank"
"30303106407","Rochedale - Burbank"
"30303106404","Rochedale - Burbank"
"30303106401","Rochedale - Burbank"
"30101100211","Belmont - Gumdale"
"30203103515","Boondall"
"30203103521","Boondall"
"30203103502","Boondall"
"30203103503","Boondall"
"30203103520","Boondall"
"30203103519","Boondall"
"30203103513","Boondall"
"30203103508","Boondall"
"30203103509","Boondall"
"30203103506","Boondall"
"30203103511","Boondall"
"30203103507","Boondall"
"30203103516","Boondall"
"30203103510","Boondall"
"30203103504","Boondall"
"30203103518","Boondall"
"30203103517","Boondall"
"30203103522","Boondall"
"30203103501","Boondall"
"30203103512","Boondall"
"30203103505","Boondall"
"30503112810","Newstead - Bowen Hills"
"30503112806","Newstead - Bowen Hills"
"30503112805","Newstead - Bowen Hills"
"30503112808","Newstead - Bowen Hills"
"30204104112","Bracken Ridge"
"30204104113","Bracken Ridge"
"30204104132","Bracken Ridge"
"30204104133","Bracken Ridge"
"30204104143","Bracken Ridge"
"30204104122","Bracken Ridge"
"30204104131","Bracken Ridge"
"30204104107","Bracken Ridge"
"30204104130","Bracken Ridge"
"30204104102","Bracken Ridge"
"30204104103","Bracken Ridge"
"30204104105","Bracken Ridge"
"30204104136","Bracken Ridge"
"30204104104","Bracken Ridge"
"30204104124","Bracken Ridge"
"30204104142","Bracken Ridge"
"30204104129","Bracken Ridge"
"30204104125","Bracken Ridge"
"30204104118","Bracken Ridge"
"30204104127","Bracken Ridge"
"30204104134","Bracken Ridge"
"30204104111","Bracken Ridge"
"30204104117","Bracken Ridge"
"30204104108","Bracken Ridge"
"30204104128","Bracken Ridge"
"30204104109","Bracken Ridge"
"30204104138","Bracken Ridge"
"30204104101","Bracken Ridge"
"30204104110","Bracken Ridge"
"30204104120","Bracken Ridge"
"30204104137","Bracken Ridge"
"30204104123","Bracken Ridge"
"30204104119","Bracken Ridge"
"30204104106","Bracken Ridge"
"30204104140","Bracken Ridge"
"30204104139","Bracken Ridge"
"30201102313","Bridgeman Downs"
"30201102305","Bridgeman Downs"
"30201102310","Bridgeman Downs"
"30201102308","Bridgeman Downs"
"30201102307","Bridgeman Downs"
"30201102306","Bridgeman Downs"
"30201102311","Bridgeman Downs"
"30201102312","Bridgeman Downs"
"30201102301","Bridgeman Downs"
"30201102319","Bridgeman Downs"
"30201102314","Bridgeman Downs"
"30201102303","Bridgeman Downs"
"30201102302","Bridgeman Downs"
"30201102318","Bridgeman Downs"
"30201102316","Bridgeman Downs"
"30201102309","Bridgeman Downs"
"30201102304","Bridgeman Downs"
"30204104220","Brighton (Qld)"
"30204104219","Brighton (Qld)"
"30204104217","Brighton (Qld)"
"30204104212","Brighton (Qld)"
"30204104230","Brighton (Qld)"
"30204104206","Brighton (Qld)"
"30204104204","Brighton (Qld)"
"30204104202","Brighton (Qld)"
"30204104213","Brighton (Qld)"
"30204104222","Brighton (Qld)"
"30204104210","Brighton (Qld)"
"30204104208","Brighton (Qld)"
"30204104211","Brighton (Qld)"
"30204104226","Brighton (Qld)"
"30204104225","Brighton (Qld)"
"30204104221","Brighton (Qld)"
"30204104215","Brighton (Qld)"
"30204104229","Brighton (Qld)"
"30204104214","Brighton (Qld)"
"30204104223","Brighton (Qld)"
"30204104205","Brighton (Qld)"
"30204104207","Brighton (Qld)"
"30204104224","Brighton (Qld)"
"30204104209","Brighton (Qld)"
"30402108717","Brookfield - Kenmore Hills"
"30402108710","Brookfield - Kenmore Hills"
"30402108709","Brookfield - Kenmore Hills"
"30402108711","Brookfield - Kenmore Hills"
"30402108708","Brookfield - Kenmore Hills"
"30402108716","Brookfield - Kenmore Hills"
"30402108714","Brookfield - Kenmore Hills"
"30402108719","Brookfield - Kenmore Hills"
"30402108713","Brookfield - Kenmore Hills"
"30402108715","Brookfield - Kenmore Hills"
"30402108707","Brookfield - Kenmore Hills"
"30402108701","Brookfield - Kenmore Hills"
"30404109901","Enoggera Reservoir"
"30502111413","Bulimba"
"30502111403","Bulimba"
"30502111402","Bulimba"
"30502111404","Bulimba"
"30502111408","Bulimba"
"30502111411","Bulimba"
"30502111406","Bulimba"
"30502111401","Bulimba"
"30502111405","Bulimba"
"30502111410","Bulimba"
"30502111412","Bulimba"
"30502111409","Bulimba"
"30502111603","Hawthorne"
"30502111407","Bulimba"
"30303106411","Rochedale - Burbank"
"30303106403","Rochedale - Burbank"
"30303106402","Rochedale - Burbank"
"30305107310","Calamvale - Stretton"
"30305107329","Calamvale - Stretton"
"30305107319","Calamvale - Stretton"
"30305107312","Calamvale - Stretton"
"30305107309","Calamvale - Stretton"
"30305107320","Calamvale - Stretton"
"30305107318","Calamvale - Stretton"
"30305107325","Calamvale - Stretton"
"30305107341","Calamvale - Stretton"
"30305107315","Calamvale - Stretton"
"30305107345","Calamvale - Stretton"
"30305107321","Calamvale - Stretton"
"30305107335","Calamvale - Stretton"
"30305107342","Calamvale - Stretton"
"30305107313","Calamvale - Stretton"
"30305107337","Calamvale - Stretton"
"30305107338","Calamvale - Stretton"
"30305107311","Calamvale - Stretton"
"30305107316","Calamvale - Stretton"
"30305107322","Calamvale - Stretton"
"30305107327","Calamvale - Stretton"
"30305107323","Calamvale - Stretton"
"30305107324","Calamvale - Stretton"
"30305107326","Calamvale - Stretton"
"30305107328","Calamvale - Stretton"
"30305107344","Calamvale - Stretton"
"30301104709","Camp Hill"
"30301104716","Camp Hill"
"30301104708","Camp Hill"
"30301104703","Camp Hill"
"30301104715","Camp Hill"
"30301104704","Camp Hill"
"30301104713","Camp Hill"
"30301104702","Camp Hill"
"30301104714","Camp Hill"
"30301104701","Camp Hill"
"30301104724","Camp Hill"
"30301104725","Camp Hill"
"30301104719","Camp Hill"
"30301104707","Camp Hill"
"30301104722","Camp Hill"
"30301104723","Camp Hill"
"30301104721","Camp Hill"
"30301104710","Camp Hill"
"30502111722","Morningside - Seven Hills"
"30301104712","Camp Hill"
"30301104711","Camp Hill"
"30301104717","Camp Hill"
"30301104718","Camp Hill"
"30301104705","Camp Hill"
"30301104706","Camp Hill"
"30301104720","Camp Hill"
"30301104805","Cannon Hill"
"30301104809","Cannon Hill"
"30301104801","Cannon Hill"
"30301104812","Cannon Hill"
"30301104811","Cannon Hill"
"30301104810","Cannon Hill"
"30301104808","Cannon Hill"
"30301104807","Cannon Hill"
"30301104813","Cannon Hill"
"30301104806","Cannon Hill"
"30301104803","Cannon Hill"
"30301104804","Cannon Hill"
"30301104802","Cannon Hill"
"30103101705","Murarrie"
"30103101703","Murarrie"
"30103101704","Murarrie"
"30103101702","Murarrie"
"30301105125","Carindale"
"30301105102","Carindale"
"30301105103","Carindale"
"30301105139","Carindale"
"30301105123","Carindale"
"30301105124","Carindale"
"30301105105","Carindale"
"30301105111","Carindale"
"30301105104","Carindale"
"30301105106","Carindale"
"30301105118","Carindale"
"30301105117","Carindale"
"30301105142","Carindale"
"30301105116","Carindale"
"30301105143","Carindale"
"30301105121","Carindale"
"30301105131","Carindale"
"30301105126","Carindale"
"30301105119","Carindale"
"30301105130","Carindale"
"30301105122","Carindale"
"30301105127","Carindale"
"30301105120","Carindale"
"30301105129","Carindale"
"30301105113","Carindale"
"30301105112","Carindale"
"30301105115","Carindale"
"30301105114","Carindale"
"30301105128","Carindale"
"30301105136","Carindale"
"30301105137","Carindale"
"30301105134","Carindale"
"30301105101","Carindale"
"30301105135","Carindale"
"30301105138","Carindale"
"30301105140","Carindale"
"30301104906","Carina"
"30301104908","Carina"
"30301104919","Carina"
"30301104909","Carina"
"30301104907","Carina"
"30301104910","Carina"
"30301104916","Carina"
"30301104917","Carina"
"30301104912","Carina"
"30301104903","Carina"
"30301104921","Carina"
"30502111702","Morningside - Seven Hills"
"30301104904","Carina"
"30301104905","Carina"
"30301104911","Carina"
"30301104913","Carina"
"30301104914","Carina"
"30301104915","Carina"
"30301104918","Carina"
"30301104920","Carina"
"30301104902","Carina"
"30301104901","Carina"
"30301104922","Carina"
"30301104924","Carina"
"30301104923","Carina"
"30301105004","Carina Heights"
"30301105008","Carina Heights"
"30301105003","Carina Heights"
"30301105005","Carina Heights"
"30301105014","Carina Heights"
"30301105006","Carina Heights"
"30301105011","Carina Heights"
"30301105012","Carina Heights"
"30301105016","Carina Heights"
"30301105015","Carina Heights"
"30301105002","Carina Heights"
"30301105001","Carina Heights"
"30301105010","Carina Heights"
"30301105009","Carina Heights"
"30301105007","Carina Heights"
"30301105013","Carina Heights"
